"LUCAS_ID","CONTAINER_ID","Longitude","Latitude","Country","LC_Survey_Code","LC_1","LC_2","LC_3","LC_4","LC_5","Elevation","AnnualPrecip","AnnualTemp","MonthlyPrecipSum","MonthlyMeanTemp","MUB.Xyl","MUB.Cel","MUB.Nag","MUB.Pho","Basal_respiration","Cmic","qO2","water.content","WSA","clay","silt","sand","pH","carbon","funcMaxed","meanFunction","z.MonthlyMeanTemp","z.Basal_respiration","z.clay","z.funcMaxed","z.Elevation","z.MUB.Xyl","z.Cmic","z.silt","z.meanFunction","z.AnnualPrecip","z.MUB.Cel","z.sand","z.Latitude","z.AnnualTemp","z.MUB.Nag","z.water.content","z.pH","z.MonthlyPrecipSum","z.MUB.Pho","z.WSA","z.carbon","z.pca.text"
38943176,111,3894000,3176000,"NETHERLAND","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,0,784,106,51.40000077,13.77566636,44.88,74.56,136.77,243.55,1.015384615,428.3282051,0.002370576,10.09831695,56.41025641,24,43,33,7.8,13.8,0,0.21249046545308,-0.79490983704583,0.0425733179603439,0.0812637024110751,-0.96524937636976,-1.03578067002866,-0.292631676982684,0.406075206230468,0.182562064951261,0.0484444998054714,0.392586081253841,0.466769891742121,-0.132440080414854,0.755768484167344,-0.102837215070693,0.150284778340828,-0.284940519239325,0.991402876224423,0.319161446756841,-0.491004364100342,-0.210772191010187,-0.312178747259675,-0.202038253008705
38982814,462,3898000,2814000,"FRANCE","B13","Barley","Cereals","Cropland","Cropland",1,132,733,112,21.50000032,20.80899953,34.76,59.16,69.59,252.2,0.362032998,235.8671218,0.001534902,11.21400909,60.52631579,22,75,3,6.89,9.2,1,0.169704766574132,0.579518569995989,-0.570922441256119,-0.0601012799081911,0.555662845744016,-0.636384015366045,-0.431419179585005,-0.472099080109,1.8022826102189,-0.381748082688984,0.1726332055134,0.0908478927529603,-1.30820759880543,0.190004530849607,0.0771531908544132,-0.575108810946754,-0.156651224551931,0.223768205302117,-0.604386285372044,-0.470292230547412,-0.0258675942410829,-0.427582273996636,-1.86652078265229
39082708,683,3908000,2708000,"FRANCE","B52","Lucerne","Fodder crops","Cropland","Cropland",1,488,993,97,32.00000048,22.66433283,79.53,93.48,139.92,615.15,0.543371522,598.2218585,0.000908311,9.15248637,97.36842105,26,67,6,6.05,28.5,1,0.30767197581794,0.942081060697768,-0.400645958330429,0.222628684730341,0.555662845744016,0.440776659330086,0.182564663449176,1.18127731602837,1.39735247390199,1.00545538948218,1.29396159164114,0.928616919071662,-1.19063084696638,0.0243388428615402,-0.372822823958351,0.184297725739695,-0.393698064131565,-0.484817644780011,-0.280063503125366,0.398779315468334,1.6291801075307,0.0566107838345271,-1.68684485059941
29282088,54,2928000,2088000,"SPAIN","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,784,904,130,16.80000025,15.03666633,96.8,44.25,300.87,611.55,0.492157613,216.7821984,0.002270286,13.35764004,23.33333333,6,45,49,5.29,17,0,0.1663950051121,-0.548489805724197,-0.448735708423445,-1.19102113846232,-0.96524937636976,1.33639340008867,0.419408553759658,-0.559181043377978,0.283794599030489,-0.41502637118488,0.910122259466643,-0.273112951722909,0.494635929393456,-0.944649143483756,0.617124408629731,1.92219737140561,0.0898369353857811,-1.12591912818765,-0.749559340232453,0.390159236764224,-1.69667765539396,-0.231898033007876,0.764088140544427
39082862,608,3908000,2862000,"FRANCE","B22","Sugar beet","Root crops","Cropland","Cropland",1,183,696,106,34.00000051,23.11199948,133.55,78.79,115.88,270.39,1.172189028,552.9826785,0.002119757,8.240571524,46.15384615,21,30,49,7.77,31.9,0,0.225156054243121,1.02956245049879,0.189812323572121,-0.130783771067824,-0.96524937636976,-0.482071671519127,0.923404672399509,0.974856963768601,-0.475449406563717,0.175791779227416,0.0130595505644524,0.570026388867066,0.494635929393456,0.26502295559892,-0.102837215070693,-0.0752804505995949,-0.498555764758822,0.96609623872149,-0.218287735093088,-0.42673688842859,-0.671518071557666,0.141909042727064,0.702407948263923
39122716,617,3912000,2716000,"FRANCE","B11","Common wheat","Cereals","Cropland","Cropland",1,501,985,96,33.7000005,22.82466616,88.9,70.89,102.55,380.6,0.414309484,945.597461,0.000438146,9.94005994,85.71428571,26,66,9,7.42,43.8,2,0.299387400553642,0.973412817351578,-0.521834933651866,0.222628684730341,2.07657506785779,0.480111178349889,0.311066530977214,2.76630591810514,1.34673620686238,0.922157396900562,1.25945917976028,0.37718328548951,-1.07305409512732,0.0368419136530924,-0.402821224945869,-0.219214605782737,-0.30313790493771,0.670852134520603,-0.227554100467813,-0.162842756767492,1.10564460991228,0.440452948850941,-1.57728085067048
39383058,656,3938000,3058000,"BELGIUM","B11","Common wheat","Cereals","Cropland","Cropland",1,146,808,100,53.10000079,19.86833289,36.47,41.13,76.61,252.25,0.872372372,261.0574324,0.003341688,12.06469714,30,21,77,2,7.18,11.4,0,0.128604354110932,0.395696913844787,-0.0917148697683388,-0.130783771067824,-0.96524937636976,-0.59402376411395,-0.40796793161564,-0.357159048313884,1.90351514429813,-0.794995804296986,0.496093316896401,-0.349273772297336,-1.34739984941845,0.571348189991949,-0.282827620995798,-0.499308528172137,-0.0588337657559101,0.468399034497138,0.371670849414394,-0.470172507232077,-1.39719283299318,-0.372389282948524,-1.91816565500963
39482532,314,3948000,2532000,"FRANCE","B11","Common wheat","Cereals","Cropland","Cropland",1,192,923,128,121.3000018,20.01366622,64.13,58.3,71.93,160.32,0.786800215,234.2982174,0.003358114,7.800131926,47.61904762,20,52,29,7.7,12.6,0,0.158906951632201,0.424097425012664,-0.172066940629603,-0.201466262227457,-0.96524937636976,-0.454840081428495,-0.0286337100760954,-0.479257781900454,0.638108468307785,-0.490315665242884,0.99206548768367,0.069854846056163,-0.289209082866931,-0.250728714552608,0.557127606654695,-0.549842050021882,-0.549200278020176,0.907047417881313,2.47822453891352,-0.69029579480675,-0.605697231286929,-0.342284015104099,-0.437471070237621
39783064,638,3978000,3064000,"BELGIUM","B21","Potatoes","Root crops","Cropland","Cropland",1,170,872,98,50.40000075,20.22066621,17.57,28.44,42.36,244.01,0.547940899,174.6713822,0.003136982,9.720448418,43.58974359,24,73,2,7.06,15.2,0,0.119603766558738,0.46454861076438,-0.396355323182646,0.0812637024110751,-0.96524937636976,-0.52140619053893,-0.667165935487564,-0.751327088331719,1.70105007613967,-0.885493005569791,0.772112611943229,-0.659043263672171,-1.34739984941845,0.580725493085613,-0.342824422970834,-0.869131845128071,-0.32839021805574,0.367172484485405,0.288273562586262,-0.489902909599262,-0.786704541469922,-0.277055934774513,-1.90164836566614
39822308,350,3982000,2308000,"FRANCE","B32","Rape and turnip rape","Non-permanent industrial crops","Cropland","Cropland",1,287,621,139,92.70000138,20.13733288,36.84,38.83,57.28,88.42,0.668969488,288.1028593,0.002321981,13.06306306,55,44,53,4,8.03,14.7,0,0.154321799441449,0.448263914271693,-0.282709739145693,1.49491352560374,-0.96524937636976,-0.167395519360707,-0.402893684978994,-0.23375436795244,0.688724735347399,-0.536417482292792,-0.310400560818549,-0.405417966951562,-1.26901534819242,-0.60081469671607,0.887110017517389,-0.708029249829311,0.0559646227285075,1.18542043041358,1.59483105632994,-0.862457922258278,-0.274124749551774,-0.289599796376356,-1.93008150728726
39882450,369,3988000,2450000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,286,887,128,44.00000066,19.61999956,33.17,47.07,148.97,228.2,0.900569192,337.7282106,0.00266655,6.471468974,66.66666667,17,31,52,7.66,39,1,0.20215436370546,0.347168517006835,-0.0652381166031439,-0.413513735706357,0.555662845744016,-0.170421251592999,-0.453224725942484,-0.00732050031025923,-0.424833139524104,-0.0554807467194121,0.836804634219829,-0.204275286972946,0.612212681232514,-0.378885190166018,0.557127606654695,0.282017463504694,-0.701978295251122,0.873305234544069,0.0905911050683007,-0.527759421908144,0.249973689537291,0.320031877473243,0.886126655066824
40322908,418,4032000,2908000,"FRANCE","B32","Rape and turnip rape","Non-permanent industrial crops","Cropland","Cropland",1,281,907,98,38.80000058,18.73799958,66.4,86.64,100.88,480.08,0.340378549,403.9507886,0.000842624,9.955972163,86.66666667,42,30,28,7.68,34.1,1,0.254215062339601,0.174811286342286,-0.591255922162878,1.35354854328447,0.555662845744016,-0.185549912754462,0.00249747874873365,0.294844301932178,-0.475449406563717,0.467968138742321,0.923060663921963,0.761648966273879,-0.328401333479951,0.336915612650345,-0.342824422970834,-0.237246866784676,-0.301308217524497,0.890176326212691,-0.0700258918773973,0.0753587514227443,1.14842815629041,0.197102033775175,-0.554838909625474
40382640,609,4038000,2640000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,893,1350,80,31.20000046,19.4423329,101.73,102.4,228.16,876.41,1.820750988,1071.902899,0.001698616,15.63854618,73.52941176,13,31,56,7.08,41.1,2,0.370070358107748,0.312449543998446,0.7988106051959,-0.696243700344889,2.07657506785779,1.66619821340855,0.487019461647943,3.34262080719651,-0.424833139524104,1.63284542690276,2.83363172182422,1.1463587522524,0.768981683684591,-0.0819372588666535,-0.882795640746151,1.13709216335113,0.352109859481801,0.384043576154028,-0.30477381058538,1.02435758275604,0.558266888552219,0.372716096200986,1.12560224704576
40383202,75,4038000,3202000,"NETHERLAND","E10","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",0,10,747,102,63.90000095,14.34099968,11.82,5.27,35.11,142.59,0.859088433,245.8902004,0.003493789,8.688443044,43.24324324,31,57,13,7.91,3.5,0,0.113781719521635,-0.684434454225986,-0.104188459838584,0.576041140528507,-0.96524937636976,-1.00552334770573,-0.746022471057064,-0.426365107580335,0.891189803505854,-0.944031290929619,0.233012426304893,-1.22463499851495,-0.916285092675241,0.796403464239889,-0.222830819020763,-0.94741561295086,-0.447056682394245,1.08419388040185,0.705259996726918,-0.732749682424491,-0.802270280829373,-0.570582296257653,-1.37481337405985
40723226,179,4072000,3226000,"NETHERLAND","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,14,795,101,38.60000058,14.923333,69.4,61.34,90.58,704.79,0.928065598,238.6366008,0.003889033,11.56888596,14.28571429,4,11,85,5.49,26.7,0,0.136872292292262,-0.57063699318875,-0.0394190506732985,-1.33238612078159,-0.96524937636976,-0.99342041877656,0.0436400190458644,-0.45946231634016,-1.43715848031638,-0.711865090733232,0.440026897590014,0.1440628250774,1.90555695146215,0.833912676614545,-0.252829220008281,-0.348463805898431,-0.11584525154116,-0.95720821150143,-0.0762034685879615,0.61341927520067,-2.10312134239239,0.0114528820678902,2.77956003251902
40782882,466,4078000,2882000,"FRANCE","B11","Common wheat","Cereals","Cropland","Cropland",1,254,767,100,28.10000042,18.81033291,62.29,92.45,109.18,545.72,1.376397995,429.9803317,0.003201072,13.6242505,81.57894737,32,62,6,6.47,19.2,1,0.271334519579514,0.188946402811954,0.381564103147918,0.64672363168814,0.555662845744016,-0.267244683026359,-0.0538678014583355,0.413613639834917,1.14427113870392,0.640097231264057,0.319268456007027,0.903474084074335,-1.19063084696638,0.296280632577801,-0.282827620995798,-0.147625449828931,0.120493481796229,-0.130524719738947,-0.40052625083464,0.232531519794348,0.919873949756861,-0.176705041959764,-1.7403702553112
40783066,428,4078000,3066000,"GERMANY","B41","Dry pulses","Dry pulses, vegetables, and flowers","Cropland","Cropland",1,292,717,90,17.10000025,17.13899962,55.84,162.74,132.49,476.93,0.43147448,420.831443,0.00102529,9.662729472,73.68421053,27,57,17,7.71,28.5,1,0.280976870999238,-0.137659474641547,-0.505717039429271,0.293311175889974,0.555662845744016,-0.152266858199244,-0.142324263097166,0.371868479373577,0.891189803505854,0.737047103937778,0.103628381751693,2.61928949374629,-0.759516090223164,0.583851260783501,-0.582811630870975,0.104070360922685,-0.335027105246179,0.915482963715624,-0.740292975166607,0.0678161825566482,0.565220870869939,0.0566107838345271,-1.13533778208092
40883024,169,4088000,3024000,"GERMANY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,516,1005,78,43.50000065,12.35033306,84.85,94.96,315.32,708.56,3.179107726,799.1963729,0.003977881,23.59494513,86.84210526,36,58,6,6.73,41.8,1,0.385401369700553,-1.07344329048419,2.07430465247873,0.929453596326672,0.555662845744016,0.525497161834276,0.255524101576087,2.09829725444644,0.941806070545468,1.78699243494909,1.34571520946242,0.964744487805685,-1.19063084696638,0.518210139127852,-0.942792442721186,2.07822501899724,1.26698661889594,0.0887994719531409,0.0751471629830115,0.622446413176919,1.15630933553173,0.390277502443567,-1.756818306586
40903100,455,4090000,3100000,"GERMANY","B11","Common wheat","Cereals","Cropland","Cropland",1,147,871,98,7.300000109,18.46566625,19,24.93,55.92,207.72,0.260460251,206.5642724,0.001260916,4.985920159,46.15384615,16,77,7,7.32,15.1,0,0.121328954101564,0.121592896726841,-0.666299031617365,-0.48419622686599,-0.96524937636976,-0.590998031881657,-0.647554657945931,-0.605804078638217,1.90351514429813,-0.868146955282395,0.767799810458122,-0.744724186818402,-1.15143859635336,0.636989311647598,-0.342824422970834,-0.722714204896758,-0.872796035080359,0.586496676177493,-1.04299423833944,-0.576798091869303,-0.671518071557666,-0.279564707094881,-1.61882116503596
40963282,256,4096000,3282000,"NETHERLAND","B21","Potatoes","Root crops","Cropland","Cropland",1,8,804,98,72.40000108,17.87866627,21.81,41.82,58.97,229.93,0.380868337,75.33380398,0.005055743,6.129887343,2.631578947,3,8,89,5.32,11.9,0,0.0583899453542623,0.0068834939523124,-0.553236098559114,-1.40306861194122,-0.96524937636976,-1.01157481217031,-0.609017811867619,-1.20459122549788,-1.58900728143522,-1.50097276909574,0.478842110955974,-0.332430513901069,2.06232595391423,0.921434172155411,-0.342824422970834,-0.689781033605792,-0.741255498117461,-1.10061249068472,0.967807010941318,-0.523616995197558,-2.62665684014558,-0.35984542134668,3.00669958604185
41062772,640,4106000,2772000,"FRANCE","B71","Apple fruit","Permanent crops: fruit trees","Cropland","Cropland",1,649,1124,85,28.00000042,21.24533286,77.96,59.71,141.73,568.17,0.358878783,230.4249292,0.001557465,4.689498366,73.33333333,10,18,72,6.5,9.8,1,0.21568094645622,0.664785243590971,-0.573884242338119,-0.908291173823788,0.555662845744016,0.927919548729179,0.161033400693677,-0.496931080016105,-1.08284461103908,0.0805234724085254,1.85893858619011,0.104273678431145,1.3960576934929,0.124363409193958,-0.732803635808563,0.203841673292694,-0.906880475931526,-0.105218082236014,-0.403615039189922,0.2862872883797,0.549458511488847,-0.412529640074423,2.03004844831838
41062870,343,4106000,2870000,"FRANCE","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,226,816,103,60.2000009,19.41299957,107.94,102.88,165.15,819.42,1.526030579,656.6000903,0.00232414,14.56679894,94.11764706,38,52,10,5.93,51.8,1,0.343526484322969,0.30671733125512,0.522068776796872,1.07081857864594,0.555662845744016,-0.351965185530549,0.572184520063003,1.44764941146552,0.638108468307785,1.36595770712545,0.530595728777254,1.15807580157154,-1.0338618445143,0.277526026390472,-0.192832418033246,0.456725237763001,0.228873625602121,-0.586044194791744,0.590974826037087,0.887896947937369,1.48314648694469,0.641154734480439,-1.54201479151927
41063212,92,4106000,3212000,"GERMANY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,47,787,99,43.90000065,14.969333,99.07,139.58,161.9,763.25,1.795395912,398.7096646,0.004503016,16.17035435,73.52941176,14,17,69,5.23,17.8,1,0.308105092415524,-0.561647840365221,0.775002243517642,-0.625561209185256,0.555662845744016,-0.893571255110907,0.450539742584487,0.270929751263551,-1.1334608780787,1.00981019850758,0.405524485709161,2.05394186409766,1.27848094165384,0.812032302729329,-0.312826021983316,0.421632514256233,0.413260505428177,-1.17653240319352,0.0875023164041399,0.753399775490188,0.558266888552219,-0.211827854444926,1.84632974151549
41183292,235,4118000,3292000,"NETHERLAND","B22","Sugar beet","Root crops","Cropland","Cropland",1,17,785,97,79.90000119,18.11633293,73.65,50.95,110.77,795.46,1.073107663,217.977433,0.004923022,29.14723518,34.28571429,5,7,88,4.96,110.4,0,0.167110806758001,0.0533274489044347,0.096775135535471,-1.26170362962195,-0.96524937636976,-0.984343222079683,0.1019252844668,-0.553727347109278,-1.63962354847483,-0.40782928041221,0.396898882738947,-0.109562471643209,2.02313370330121,0.937063010644851,-0.372822823958351,-0.130457009713312,1.90542382650622,-1.40429214071992,1.19946614098514,0.830525535228905,-1.20466687563927,2.11129531421651,2.94271867522841
41183328,238,4118000,3328000,"NETHERLAND","B11","Common wheat","Cereals","Cropland","Cropland",1,2,772,97,36.80000055,17.65966627,55.04,19.26,62.38,624.24,1.828381148,315.4359062,0.005796363,16.40256959,27.77777778,5,13,81,4.51,60.2,0,0.146923089095106,-0.0359126901423137,0.805975308979197,-1.26170362962195,-0.96524937636976,-1.02972920556407,-0.153295607176401,-0.109037315843388,-1.33592594623715,-0.61080846793561,0.34083246343256,-0.883131831900775,1.74878794901008,0.993326829206836,-0.372822823958351,-0.652960668326383,0.439962073259661,-1.78389170326391,-0.131801659909675,0.420545014196212,-1.49702110697703,0.851891609391411,2.58127380679577
41283342,244,4128000,3342000,"NETHERLAND","B11","Common wheat","Cereals","Cropland","Cropland",1,-2,758,97,50.10000075,17.56966627,31.24,40.83,99.74,270.33,0.513367917,231.9981378,0.002212811,16.42487911,94.73684211,35,47,18,7.41,20,1,0.216013259543844,-0.0535001630579133,-0.428819278713756,0.858771105167039,0.555662845744016,-1.04183213449324,-0.479693093533638,-0.489752738733392,0.385027133109716,0.0838647436535306,0.280453242641067,-0.356596928121801,-0.720323839610144,1.01520720309205,-0.372822823958351,-0.249556314414742,0.442527362090695,0.662416588686292,0.279007197520416,-0.426880556406992,1.51096241486788,-0.156634863396814,-1.0836236716549
41342812,399,4134000,2812000,"FRANCE","B82","Vineyards","Other permanent crops","Cropland","Cropland",1,179,697,110,32.60000049,20.31966621,49.94,91.1,121.01,382.76,0.324679943,387.3333333,0.000838244,6.407056083,82.85714286,24,63,13,6.31,20.3,1,0.24679661218939,0.483894830971539,-0.605996879338178,0.0812637024110751,0.555662845744016,-0.494174600448297,-0.223237925681524,0.21902106692467,1.19488740574354,0.393378677500731,0.0173723520495591,0.870519882864246,-0.916285092675241,0.186878763151719,0.0171563888793779,-0.0198879362642971,-0.709384894310936,-0.265493453087924,-0.261530772684795,-0.157670709545026,0.977293972125571,-0.149108546435708,-1.31717595652937
41463292,330,4146000,3292000,"GERMANY","B13","Barley","Cereals","Cropland","Cropland",1,22,779,97,64.10000096,17.72333294,35.73,19.06,65,397.47,0.690489696,146.1013424,0.004726101,12.37574553,18.91891892,3,9,88,5.31,32.9,0,0.0901866708104342,-0.0234711808728535,-0.262502310248404,-1.40306861194122,-0.96524937636976,-0.96921456091822,-0.418116424888933,-0.881688374269962,-1.53839101439561,-1.18126978895841,0.371022073828307,-0.888013935783751,2.02313370330121,0.937063010644851,-0.372822823958351,-0.624670534299389,-0.0230674668495205,-1.10904803651903,0.711437573746361,-0.122448110173511,-1.89498517263215,0.166996765930751,2.95094270086582
41622476,417,4162000,2476000,"ITALY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,259,916,129,26.40000039,23.47366614,45.84,26.41,75.54,600.9,1.081041968,247.9990352,0.004359057,18.3628692,68.42105263,15,64,21,4.53,12.6,1,0.190449003050232,1.1002380348013,0.104225430817789,-0.554878718025623,0.555662845744016,-0.252116021864897,-0.279466064087602,-0.416742775295053,1.24550367278315,-0.173173327680832,0.961875877287923,-0.708596618084378,-0.602747087771086,-0.338250210093474,0.587126007642213,-0.510862132526672,0.665369643436568,-1.76702061159529,-0.453035653801071,0.364658170597899,0.32878548464584,-0.342284015104099,-0.834112759752799
41642978,133,4164000,2978000,"GERMANY","B82","Vineyards","Other permanent crops","Cropland","Cropland",1,206,536,100,70.70000105,15.24233299,19.11,30.33,53.41,241.44,0.475879794,234.2531963,0.002031476,16.18889809,27.02702703,32,56,12,5.97,14.9,0,0.103526619920299,-0.508299174475399,-0.4640205453565,0.64672363168814,-0.96524937636976,-0.412479830176399,-0.646046098135037,-0.479463207182723,0.84057353646624,-1.0471420942314,-0.676988687052617,-0.612907381978047,-0.95547734328826,0.446317482076427,-0.282827620995798,-0.749816585205062,0.415392781205853,-0.5523020114545,0.915297607974887,-0.496056688007474,-1.53074687521482,-0.284582251735619,-1.405828944255
29602142,90,2960000,2142000,"SPAIN","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,802,630,127,16.40000024,14.31266635,21.32,6.62,56.53,224.27,0.56109515,75.86941581,0.007395538,1.596540828,22.72727273,7,27,66,5.32,8.3,0,0.0713077960451237,-0.689971250603583,-0.384003509864689,-1.12033864730269,-0.96524937636976,1.39085658026993,-0.61573776011615,-1.20214730006371,-0.627298207682559,-1.37108910014593,-0.271585347452589,-1.19168079730487,1.16090418981478,-0.860253415640778,0.527129205667178,-0.716127570638565,-1.26252817373468,-1.10061249068472,-0.761914493962461,-0.537169674493464,-1.72390354805362,-0.450161224879954,1.70784317571829
41763142,517,4176000,3142000,"GERMANY","B32","Rape and turnip rape","Non-permanent industrial crops","Cropland","Cropland",1,369,1181,82,49.80000074,17.84766627,51.17,62.02,127.51,441.1,0.85775076,380.2695035,0.002255639,17.83216783,76,26,54,20,6.73,16.6,1,0.232793409338645,0.000825586614717194,-0.105444531900496,0.222628684730341,0.555662845744016,0.0807145236872784,-0.2063694841597,0.186789752483978,0.739341002387013,0.252582239546091,2.10476827084119,0.160661978279519,-0.641939338384106,0.702630433303247,-0.822798838771116,0.0502975107492379,0.604346264310733,0.0887994719531409,0.269740832145691,-0.0179775452123121,0.669252440539006,-0.24193312228935,-0.935101785934535
41822414,40,4182000,2414000,"ITALY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,180,682,139,60.90000091,17.8669996,45.12,69.1,156.96,194.56,1.681055646,328.2190398,0.005121749,19.27332783,75,25,71,5,7.62,19.4,1,0.238364576439753,0.00460363570075412,0.667636980352337,0.151946193570708,0.555662845744016,-0.491148868216005,-0.289340273758914,-0.0507095800025593,1.59981754206045,0.308598030465263,-0.0473196702270412,0.333488455736873,-1.2298230975794,-0.435149008728003,0.887110017517389,0.368291574525947,0.770059899195429,0.839563051206825,0.612596344832941,-0.608309268465438,0.62432971720135,-0.171687497319026,-1.79619637855592
41823036,158,4182000,3036000,"GERMANY","B11","Common wheat","Cereals","Cropland","Cropland",1,128,634,102,37.70000056,14.07399969,63.49,107.44,115.76,456.63,0.554177795,401.5202849,0.001380199,13.05357439,55.26315789,19,71,10,6.85,18.5,0,0.22421518624765,-0.736610621921434,-0.390498891290362,-0.27214875338709,-0.96524937636976,-0.648486944295215,-0.0374107853394832,0.283754237304068,1.59981754206045,0.166331738995206,-0.254334141512162,1.26938777010339,-1.0338618445143,0.536964745315181,-0.222830819020763,-0.0765761819290754,0.0548735558130218,0.190026021964873,-0.104002564403258,0.0192085165306952,-0.262302980465182,-0.194266448202345,-1.46388654796397
41922438,310,4192000,2438000,"ITALY","B82","Vineyards","Other permanent crops","Cropland","Cropland",1,211,736,135,50.30000075,22.22133284,39.83,36.39,73.7,136.48,0.871515846,290.8327606,0.002996622,12.80173131,74.35897436,38,49,14,7.54,10.6,1,0.188725044183209,0.855511612634035,-0.0925191458349865,1.07081857864594,0.555662845744016,-0.397351169014937,-0.361888286482854,-0.221298191956756,0.486259667188944,-0.190507024139013,0.18557160996872,-0.46497963432387,-0.877092842062222,-0.397639796353347,0.767116413567319,-0.530730012912042,0.0259150555719957,0.772078684532336,0.28518477423098,-0.747379871558411,0.595533099723286,-0.392459461511474,-1.34784057861472
41941786,98,4194000,1786000,"ITALY","E30","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",0,96,614,176,80.7000012,16.35133297,14.47,13.49,61.2,144.65,0.679117752,112.5760702,0.006032523,7.243029203,77.77777778,8,7,85,6.83,7.3,1,0.156037480189812,-0.291582428790392,-0.273180541137434,-1.04965615614305,0.555662845744016,-0.745310375728575,-0.709679893794599,-1.03465972558819,-1.63962354847483,-0.519167018908695,-0.340590171214296,-1.02398052892464,1.90555695146215,-1.41664006586485,1.99705085405554,-0.66570202639961,-0.613259450653674,0.173154930296251,1.22417644813628,-0.727817081832695,0.749115059905779,-0.475248948083641,2.76311198124421
42182510,337,4218000,2510000,"ITALY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,266,1244,127,95.20000142,21.0156662,71.5,38.44,100.11,870.84,1.103164557,173.8914205,0.006343985,21.67878387,55.55555556,14,43,43,4.77,42.9,0,0.187695883429571,0.619904619564679,0.124998494174865,-0.625561209185256,-0.96524937636976,-0.230935896238849,0.0724397972538558,-0.754885949674103,0.182562064951261,-0.200854811694432,2.37647476440292,-0.414938069523365,0.25948242571534,-0.285112159229377,0.527129205667178,-0.24556114281551,1.04665435362363,-1.56456751157183,1.67205076644751,1.01102040542774,-0.249167680831197,0.417873997967623,0.396650726938628
42223056,180,4222000,3056000,"GERMANY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,210,680,96,54.20000081,14.29466635,116.23,117.75,197.23,765.07,1.452031603,444.3841234,0.003267515,11.69435216,47.05882353,17,52,31,5.5,23.1,0,0.26645377034292,-0.693488745186703,0.452583897933611,-0.413513735706357,-0.96524937636976,-0.40037690124723,0.685875073084075,0.479336222706453,0.638108468307785,0.591023307649096,-0.0559452731972546,1.52106022527081,-0.210824581640893,0.568222422294061,-0.402821224945869,0.803117413177494,-0.101418359275783,-0.948772665667119,0.405647521940254,0.757757704168377,-0.630864023089089,-0.0788629214653837,-0.284767933629869
42242404,281,4224000,2404000,"ITALY","E20","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",0,226,904,137,71.80000107,22.04366617,44.9,23.89,133.9,452.77,0.266881029,128.8343456,0.002071505,8.214461387,89.18918919,14,80,6,5.53,24.6,1,0.19882737216475,0.820792637671483,-0.660269934923677,-0.625561209185256,0.555662845744016,-0.351965185530549,-0.292357393380703,-0.960475380619863,2.05536394541697,-0.0889322765608346,0.910122259466643,-0.770111127009877,-1.19063084696638,-0.450777847217444,0.827113215542354,0.119295204044082,-0.501558072420433,-0.923466028164186,0.949274280500747,0.00996587658684399,1.26174673756938,-0.0412313366598529,-1.6663540245746
42323042,106,4232000,3042000,"GERMANY","B18","Triticale","Cereals","Cropland","Cropland",1,207,644,96,51.50000077,14.92299967,44.07,75.1,77.21,372.39,0.815689655,261.3832184,0.003120666,17.5902245,51.28205128,25,72,3,6.85,13.8,0,0.180632315272624,-0.570702131325938,-0.144939818778248,0.151946193570708,-0.96524937636976,-0.409454097944107,-0.303740162862909,-0.355672530192174,1.65043380910006,-0.27187608063899,-0.211206126661095,0.479951572226157,-1.30820759880543,0.546342048408845,-0.402821224945869,-0.492829871524733,0.576526099547343,0.190026021964873,0.322250235112123,-0.182501325145476,-0.441145131283927,-0.312178747259675,-1.87885682110839
